,Partner,Wkt,Runs,In,Out,Inns,Opposition,Ground,Start Date,Match,Batsman,NO,Format
1188,WJ Edrich,1,24,-,1/24,4,Australia,The Oval,15 Aug 1953,376,L Hutton,False,Test
1189,G Gambhir,2,12,1/86,2/98,3,England,Kolkata,5 Dec 2012,2065,CA Pujara,False,Test
1190,V Kohli,3,89,2/24,3/113,1,South Africa,Johannesburg,18 Dec 2013,2108,CA Pujara,False,Test
1191,KL Rahul,2,121,1/87,2/208,2,West Indies,Kingston,30 Jul 2016,2211,CA Pujara,False,Test
1192,KL Rahul,2,0,1/46,2/46,4,Australia,Dharamsala,25 Mar 2017,2258,CA Pujara,False,Test
1193,M Vijay,2,0,1/28,2/28,2,South Africa,Centurion,13 Jan 2018,2293,CA Pujara,False,Test
1194,PA Patel,4,23,3/26,4/49,4,South Africa,Centurion,13 Jan 2018,2293,CA Pujara,False,Test
1195,V Kohli,3,5,2/10,3/15,1,England,Lord's,9 Aug 2018,2315,CA Pujara,False,Test
1196,Mohammed Shami,9,40,8/210,9/250,1,Australia,Adelaide,6 Dec 2018,2333,CA Pujara,False,Test
1197,KD Karthik,1,56,-,1/56,1,Zimbabwe,Bulawayo,28 May 2010,2981,M Vijay,False,ODI
1198,G Gambhir,1,115,-,1/115,2,New Zealand,Vadodara,4 Dec 2010,3074,M Vijay,False,ODI
1199,S Dhawan,1,26,-,1/26,4,England,Southampton,27 Jul 2014,2132,M Vijay,False,Test
1200,AM Rahane,1,64,-,1/64,1,Zimbabwe,Harare,17 Jul 2015,440,M Vijay,False,T20I
1201,CA Pujara,1,23,0/11,1/34,3,New Zealand,Indore,8 Oct 2016,2223,M Vijay,False,Test
1202,S Wettimuny,3,10,2/29,3/39,2,New Zealand,Colombo (PSS),1 Apr 1984,258,PA de Silva,False,ODI
1203,DS de Silva,8,0,7/91,8/91,1,New Zealand,Moratuwa,4 Nov 1984,275,PA de Silva,False,ODI
1204,ALF de Mel,9,1,8/197,9/198,2,India,Kandy,14 Sep 1985,1025,PA de Silva,False,Test
1205,LRD Mendis,4,2,3/161,4/163,2,Pakistan,Gujranwala,23 Oct 1985,336,PA de Silva,False,ODI
1206,LRD Mendis,5,5,4/45,5/50,2,West Indies,Sharjah,3 Dec 1986,405,PA de Silva,False,ODI
1207,A Ranatunga,4,40,3/132,4/172,2,Australia,Adelaide,10 Jan 1988,491,PA de Silva,False,ODI
1208,DSBP Kuruppu,3,43,2/54,3/97,1,New Zealand,Brisbane,16 Jan 1988,494,PA de Silva,False,ODI
1209,MAR Samarasekera,3,40,2/57,3/97,1,India,Dhaka,4 Nov 1988,534,PA de Silva,False,ODI
1210,LRD Mendis,5,14,4/197,5/211,1,Pakistan,Sharjah,24 Mar 1989,565,PA de Silva,False,ODI
1211,A Ranatunga,3,4,2/90,3/94,2,Pakistan,Adelaide,17 Feb 1990,606,PA de Silva,False,ODI
1212,A Ranatunga,4,139,3/87,4/226,1,Bangladesh,Kolkata,31 Dec 1990,659,PA de Silva,False,ODI
1213,HP Tillakaratne,4,12,3/63,4/75,2,Pakistan,Rawalpindi,19 Jan 1992,710,PA de Silva,False,ODI
1214,RS Mahanama,3,70,2/50,3/120,1,New Zealand,Hamilton,25 Feb 1992,718,PA de Silva,False,ODI
1215,A Ranatunga,4,43,3/159,4/202,2,Australia,Colombo (PSS),15 Aug 1992,758,PA de Silva,False,ODI
1216,ST Jayasuriya,3,27,2/26,3/53,2,Pakistan,Sharjah,30 Oct 1993,841,PA de Silva,False,ODI
1217,RS Kalpage,6,7,5/263,6/270,1,Pakistan,Sharjah,2 Nov 1993,843,PA de Silva,False,ODI
1218,RS Mahanama,3,63,2/53,3/116,1,India,Kanpur,7 Nov 1993,846,PA de Silva,False,ODI
1219,RS Kalpage,6,109,5/77,6/186,1,West Indies,Kolkata,25 Nov 1993,857,PA de Silva,False,ODI
1220,A Ranatunga,4,10,3/133,4/143,1,Pakistan,Colombo (RPS),3 Aug 1994,914,PA de Silva,False,ODI
1221,S Ranatunga,3,14,2/16,3/30,2,New Zealand,Hamilton,29 Mar 1995,991,PA de Silva,False,ODI
1222,AP Gurusinha,3,109,2/100,3/209,1,Pakistan,Faisalabad,1 Oct 1995,1004,PA de Silva,False,ODI
1223,HP Tillakaratne,4,1,3/90,4/91,1,West Indies,Perth,14 Jan 1996,1037,PA de Silva,False,ODI
1224,GP Wickramasinghe,7,43,6/42,7/85,3,South Africa,Centurion,27 Mar 1998,1414,PA de Silva,False,Test
1225,HP Tillakaratne,4,59,3/158,4/217,2,Pakistan,Jamshedpur,19 Mar 1999,1411,PA de Silva,False,ODI
1226,A Ranatunga,5,62,4/83,5/145,2,India,Pune,30 Mar 1999,1426,PA de Silva,False,ODI
1227,LPC Silva,6,12,5/91,6/103,2,Pakistan,Sharjah,18 Oct 1999,1516,PA de Silva,False,ODI
1228,ST Jayasuriya,1,16,-,1/16,1,Pakistan,Dhaka,5 Jun 2000,1601,PA de Silva,False,ODI
1229,MS Atapattu,3,230,2/110,3/340,1,England,Galle,22 Feb 2001,1530,PA de Silva,False,Test
1230,ST Jayasuriya,3,17,2/96,3/113,1,West Indies,Cape Town,28 Feb 2003,1973,PA de Silva,False,ODI
1231,KC Sangakkara,5,8,4/43,5/51,2,Australia,Port Elizabeth,18 Mar 2003,1991,PA de Silva,False,ODI
1232,S Wettimuny,4,87,3/43,4/130,1,England,Colombo (SSC),14 Feb 1982,146,A Ranatunga,False,ODI
1233,RS Madugalle,6,10,5/234,6/244,3,New Zealand,Colombo (SSC),16 Mar 1984,982,A Ranatunga,False,Test
1234,RS Madugalle,5,27,4/26,5/53,1,India,Sharjah,8 Apr 1984,260,A Ranatunga,False,ODI
1235,PA de Silva,6,19,5/47,6/66,1,New Zealand,Moratuwa,4 Nov 1984,275,A Ranatunga,False,ODI
1236,RS Madugalle,4,14,3/44,4/58,4,India,Colombo (SSC),30 Aug 1985,1023,A Ranatunga,False,Test
1237,ALF de Mel,7,23,6/165,7/188,1,India,Sharjah,13 Apr 1986,383,A Ranatunga,False,ODI
1238,JR Ratnayeke,7,1,6/163,7/164,2,Australia,Melbourne,14 Jan 1988,493,A Ranatunga,False,ODI
1239,JR Ratnayeke,7,3,6/139,7/142,1,New Zealand,Brisbane,16 Jan 1988,494,A Ranatunga,False,ODI
1240,LRD Mendis,4,69,3/75,4/144,1,England,The Oval,4 Sep 1988,521,A Ranatunga,False,ODI
1241,PA de Silva,4,22,3/116,4/138,2,Pakistan,Dhaka,27 Oct 1988,528,A Ranatunga,False,ODI
1242,MAR Samarasekera,4,8,3/97,4/105,1,India,Dhaka,4 Nov 1988,534,A Ranatunga,False,ODI
1243,PA de Silva,5,8,4/194,5/202,2,Pakistan,Lucknow,27 Oct 1989,588,A Ranatunga,False,ODI
1244,PA de Silva,4,4,3/120,4/124,2,Pakistan,Perth,31 Dec 1989,598,A Ranatunga,False,ODI
1245,PA de Silva,4,49,3/12,4/61,2,India,Nagpur,1 Dec 1990,644,A Ranatunga,False,ODI
1246,AP Gurusinha,4,97,3/80,4/177,1,India,Pune,5 Dec 1990,646,A Ranatunga,False,ODI
1247,ST Jayasuriya,6,1,5/175,6/176,1,India,Kolkata,4 Jan 1991,661,A Ranatunga,False,ODI
1248,RJ Ratnayake,8,12,7/139,8/151,2,New Zealand,Dunedin,6 Feb 1991,667,A Ranatunga,False,ODI
1249,RS Kalpage,6,8,5/186,6/194,1,Pakistan,Colombo (RPS),3 Aug 1994,914,A Ranatunga,False,ODI
1250,WPUJC Vaas,8,2,7/155,8/157,1,Pakistan,Colombo (SSC),22 Aug 1994,917,A Ranatunga,False,ODI
1251,RS Mahanama,3,88,2/31,3/119,2,India,Colombo (RPS),5 Sep 1994,922,A Ranatunga,False,ODI
1252,PA de Silva,4,91,3/70,4/161,1,South Africa,Bloemfontein,15 Dec 1994,963,A Ranatunga,False,ODI
1253,PA de Silva,4,7,3/98,4/105,2,New Zealand,Christchurch,26 Mar 1995,990,A Ranatunga,False,ODI
1254,AP Gurusinha,4,8,3/81,4/89,1,India,Sharjah,14 Apr 1995,999,A Ranatunga,False,ODI
1255,RS Mahanama,5,0,4/103,5/103,2,West Indies,Sharjah,16 Oct 1995,1010,A Ranatunga,False,ODI
1256,PA de Silva,4,23,3/111,4/134,1,Australia,Sydney,21 Dec 1995,1026,A Ranatunga,False,ODI
1257,HDPK Dharmasena,7,26,6/196,7/222,2,Australia,Melbourne,16 Jan 1996,1039,A Ranatunga,False,ODI
1258,RS Mahanama,7,22,6/254,7/276,1,Pakistan,Kolkata,27 May 1997,1214,A Ranatunga,False,ODI
1259,ST Jayasuriya,4,110,3/23,4/133,1,West Indies,St John's,13 Jun 1997,1369,A Ranatunga,False,Test
1260,PA de Silva,4,175,3/615,4/790,2,India,Colombo (RPS),2 Aug 1997,1374,A Ranatunga,False,Test
1261,PA de Silva,4,6,3/363,4/369,3,India,Colombo (SSC),9 Aug 1997,1376,A Ranatunga,False,Test
1262,MS Atapattu,4,14,3/56,4/70,1,New Zealand,Colombo (SSC),10 Jun 1998,1418,A Ranatunga,False,Test
1263,ASA Perera,9,2,8/252,9/254,1,South Africa,Nottingham,14 Aug 1998,1345,A Ranatunga,False,ODI
1264,HP Tillakaratne,4,53,3/130,4/183,1,Australia,Sydney,13 Jan 1999,1382,A Ranatunga,False,ODI
1265,WPUJC Vaas,8,22,7/158,8/180,1,England,Melbourne,19 Jan 1999,1388,A Ranatunga,False,ODI
1266,UDU Chandana,6,0,5/145,6/145,2,India,Pune,30 Mar 1999,1426,A Ranatunga,False,ODI
1267,MS Atapattu,4,104,3/87,4/191,1,Kenya,Southampton,30 May 1999,1469,A Ranatunga,False,ODI
1268,DPMD Jayawardene,5,11,4/176,5/187,1,Pakistan,Colombo (SSC),14 Jun 2000,1499,A Ranatunga,False,Test
1269,DPMD Jayawardene,5,116,4/47,5/163,1,Pakistan,Galle,21 Jun 2000,1501,A Ranatunga,False,Test
1270,SCJ Broad,7,21,6/247,7/268,1,Australia,The Oval,20 Aug 2009,1931,IJL Trott,False,Test
1271,PD Collingwood,3,36,2/25,3/61,1,South Africa,Johannesburg,13 Nov 2009,124,IJL Trott,False,T20I
1272,KP Pietersen,2,98,1/12,2/110,1,Pakistan,Dubai (DSC),20 Feb 2010,145,IJL Trott,False,T20I
1273,AN Cook,1,42,-,1/42,4,Bangladesh,Dhaka,20 Mar 2010,1956,IJL Trott,False,Test
1274,AJ Strauss,2,146,1/43,2/189,2,Pakistan,Leeds,12 Sep 2010,3044,IJL Trott,False,ODI
1275,JS Foster,8,15,7/261,8/276,1,Zimbabwe,Bulawayo,10 Oct 2001,1756,PD Collingwood,False,ODI
1276,JN Snape,8,26,7/160,8/186,2,Sri Lanka,Manchester,7 Jul 2002,1853,PD Collingwood,False,ODI
1277,MP Vaughan,5,19,4/29,5/48,2,India,Lord's,5 Sep 2004,2167,PD Collingwood,False,ODI
1278,KP Pietersen,5,5,4/170,5/175,2,Zimbabwe,Harare,28 Nov 2004,2193,PD Collingwood,False,ODI
1279,MP Vaughan,5,10,4/94,5/104,1,Zimbabwe,Bulawayo,5 Dec 2004,2197,PD Collingwood,False,ODI
1280,KP Pietersen,6,14,5/54,6/68,1,South Africa,Centurion,13 Feb 2005,2226,PD Collingwood,False,ODI
1281,GO Jones,6,116,5/33,6/149,2,Australia,Lord's,2 Jul 2005,2258,PD Collingwood,False,ODI
1282,LE Plunkett,8,12,7/169,8/181,1,Pakistan,Rawalpindi,21 Dec 2005,2308,PD Collingwood,False,ODI
1283,KP Pietersen,5,31,4/143,5/174,1,India,Faridabad,31 Mar 2006,2358,PD Collingwood,False,ODI
1284,RS Bopara,7,13,6/245,7/258,1,Ireland,Providence,30 Mar 2007,2558,PD Collingwood,False,ODI
1285,MH Yardy,7,91,6/101,7/192,2,West Indies,The Oval,28 Jun 2007,15,PD Collingwood,False,T20I
1286,RS Bopara,7,4,6/110,7/114,2,India,Manchester,30 Aug 2007,2617,PD Collingwood,False,ODI
1287,KP Pietersen,4,4,3/79,4/83,1,India,The Oval,5 Sep 2007,2619,PD Collingwood,False,ODI
1288,A Flintoff,5,3,4/151,5/154,1,Zimbabwe,Cape Town,13 Sep 2007,25,PD Collingwood,False,T20I
1289,OA Shah,5,13,4/67,5/80,1,New Zealand,Wellington,9 Feb 2008,2674,PD Collingwood,False,ODI
1290,AN Cook,4,1,3/90,4/91,1,New Zealand,Hamilton,12 Feb 2008,2677,PD Collingwood,False,ODI
1291,KP Pietersen,3,8,2/10,3/18,2,Pakistan,Dubai (DSC),19 Feb 2010,144,PD Collingwood,False,T20I
1292,JM Anderson,10,8,9/217,10/225,1,Bangladesh,Chattogram,11 Mar 2011,3127,PD Collingwood,False,ODI
1293,Mohammad Yousuf,4,21,3/103,4/124,4,England,The Oval,18 Aug 2010,1970,Azhar Ali,False,Test
1294,Mohammad Salman,6,9,5/167,6/176,1,West Indies,Basseterre,20 May 2011,1993,Azhar Ali,False,Test
1295,Nasir Jamshed,2,4,1/141,2/145,1,India,Kolkata,3 Jan 2013,3315,Azhar Ali,False,ODI
1296,Imran Farhat,3,54,2/39,3/93,3,South Africa,Centurion,22 Feb 2013,2075,Azhar Ali,False,Test
1297,Mohammad Hafeez,1,115,-,1/115,1,Zimbabwe,Lahore,31 May 2015,3653,Azhar Ali,False,ODI
1298,Mohammad Hafeez,2,31,1/93,2/124,1,Sri Lanka,Colombo (RPS),19 Jul 2015,3670,Azhar Ali,False,ODI
1299,Mohammad Hafeez,2,20,1/51,2/71,2,Sri Lanka,Hambantota,26 Jul 2015,3672,Azhar Ali,False,ODI
1300,Ahmed Shehzad,1,16,-,1/16,1,Zimbabwe,Harare,1 Oct 2015,3685,Azhar Ali,False,ODI
1301,Mohammad Hafeez,1,101,-,1/101,3,England,Sharjah,1 Nov 2015,2184,Azhar Ali,False,Test
1302,Mohammad Hafeez,2,47,1/45,2/92,1,England,Sharjah,17 Nov 2015,3710,Azhar Ali,False,ODI
1303,Younis Khan,3,146,2/6,3/152,2,Australia,Sydney,3 Jan 2017,2245,Azhar Ali,False,Test
1304,Fakhar Zaman,1,128,-,1/128,1,India,The Oval,18 Jun 2017,3894,Azhar Ali,False,ODI
1305,Asad Shafiq,4,6,3/154,4/160,3,Australia,Abu Dhabi,16 Oct 2018,2322,Azhar Ali,False,Test
1306,Haris Sohail,3,126,2/25,3/151,1,New Zealand,Dubai (DSC),24 Nov 2018,2330,Azhar Ali,False,Test
